"","gene_id","gene_type","gene_short_name","chr"
"ENSMUSG00000035069","ENSMUSG00000035069","protein_coding","Oma1","chr4"
"ENSMUSG00000086136","ENSMUSG00000086136","lincRNA","Gm12718","chr4"
"ENSMUSG00000028519","ENSMUSG00000028519","protein_coding","Dab1","chr4"
"ENSMUSG00000029656","ENSMUSG00000029656","protein_coding","C8b","chr4"
"ENSMUSG00000035031","ENSMUSG00000035031","protein_coding","C8a","chr4"
"ENSMUSG00000095386","ENSMUSG00000095386","protein_coding","Gm17662","chr4"
"ENSMUSG00000078612","ENSMUSG00000078612","protein_coding","1700024P16Rik","chr4"
"ENSMUSG00000028518","ENSMUSG00000028518","protein_coding","Prkaa2","chr4"
"ENSMUSG00000028517","ENSMUSG00000028517","protein_coding","Plpp3","chr4"
"ENSMUSG00000083780","ENSMUSG00000083780","protein_coding","Gm12728","chr4"
"ENSMUSG00000085790","ENSMUSG00000085790","lincRNA","Gm12729","chr4"
"ENSMUSG00000087051","ENSMUSG00000087051","lincRNA","Gm12730","chr4"
"ENSMUSG00000028514","ENSMUSG00000028514","protein_coding","Usp24","chr4"
"ENSMUSG00000044254","ENSMUSG00000044254","protein_coding","Pcsk9","chr4"
"ENSMUSG00000025418","ENSMUSG00000025418","protein_coding","Bsnd","chr4"
"ENSMUSG00000085933","ENSMUSG00000085933","lincRNA","Tmem61","chr4"
"ENSMUSG00000034926","ENSMUSG00000034926","protein_coding","Dhcr24","chr4"
"ENSMUSG00000054362","ENSMUSG00000054362","protein_coding","Lexm","chr4"
"ENSMUSG00000034919","ENSMUSG00000034919","protein_coding","Ttc22","chr4"
"ENSMUSG00000043572","ENSMUSG00000043572","protein_coding","Pars2","chr4"
"ENSMUSG00000025413","ENSMUSG00000025413","protein_coding","Ttc4","chr4"
"ENSMUSG00000047502","ENSMUSG00000047502","protein_coding","Mroh7","chr4"
"ENSMUSG00000034871","ENSMUSG00000034871","protein_coding","Fam151a","chr4"
"ENSMUSG00000034853","ENSMUSG00000034853","protein_coding","Acot11","chr4"
"ENSMUSG00000086940","ENSMUSG00000086940","lincRNA","Gm12746","chr4"
"ENSMUSG00000061887","ENSMUSG00000061887","protein_coding","Ssbp3","chr4"
"ENSMUSG00000028622","ENSMUSG00000028622","protein_coding","Mrpl37","chr4"
"ENSMUSG00000028621","ENSMUSG00000028621","protein_coding","Cyb5rl","chr4"
"ENSMUSG00000047636","ENSMUSG00000047636","protein_coding","Cdcp2","chr4"
"ENSMUSG00000028619","ENSMUSG00000028619","protein_coding","Tceanc2","chr4"
"ENSMUSG00000028618","ENSMUSG00000028618","protein_coding","Tmem59","chr4"
"ENSMUSG00000070877","ENSMUSG00000070877","protein_coding","Ldlrad1","chr4"
"ENSMUSG00000028617","ENSMUSG00000028617","protein_coding","Lrrc42","chr4"
"ENSMUSG00000063172","ENSMUSG00000063172","protein_coding","Hspb11","chr4"
"ENSMUSG00000034785","ENSMUSG00000034785","protein_coding","Dio1","chr4"
"ENSMUSG00000057375","ENSMUSG00000057375","protein_coding","Yipf1","chr4"
"ENSMUSG00000028614","ENSMUSG00000028614","protein_coding","Ndc1","chr4"
"ENSMUSG00000034762","ENSMUSG00000034762","protein_coding","Glis1","chr4"
"ENSMUSG00000028610","ENSMUSG00000028610","protein_coding","Dmrtb1","chr4"
"ENSMUSG00000085549","ENSMUSG00000085549","lincRNA","1700047F07Rik","chr4"
"ENSMUSG00000087195","ENSMUSG00000087195","lincRNA","Gm12907","chr4"
"ENSMUSG00000087289","ENSMUSG00000087289","lincRNA","4933424M12Rik","chr4"
"ENSMUSG00000028613","ENSMUSG00000028613","protein_coding","Lrp8","chr4"
"ENSMUSG00000028609","ENSMUSG00000028609","protein_coding","Magoh","chr4"
"ENSMUSG00000028608","ENSMUSG00000028608","protein_coding","0610037L13Rik","chr4"
"ENSMUSG00000028607","ENSMUSG00000028607","protein_coding","Cpt2","chr4"
"ENSMUSG00000086713","ENSMUSG00000086713","lincRNA","4930407G08Rik","chr4"
"ENSMUSG00000008932","ENSMUSG00000008932","protein_coding","Slc1a7","chr4"
"ENSMUSG00000028600","ENSMUSG00000028600","protein_coding","Podn","chr4"
"ENSMUSG00000028603","ENSMUSG00000028603","protein_coding","Scp2","chr4"
"ENSMUSG00000028601","ENSMUSG00000028601","protein_coding","Echdc2","chr4"
"ENSMUSG00000034645","ENSMUSG00000034645","protein_coding","Zyg11a","chr4"
"ENSMUSG00000034636","ENSMUSG00000034636","protein_coding","Zyg11b","chr4"
"ENSMUSG00000048351","ENSMUSG00000048351","protein_coding","Coa7","chr4"
"ENSMUSG00000059816","ENSMUSG00000059816","protein_coding","Fam159a","chr4"
"ENSMUSG00000028597","ENSMUSG00000028597","protein_coding","Gpx7","chr4"
"ENSMUSG00000034610","ENSMUSG00000034610","protein_coding","Zcchc11","chr4"
"ENSMUSG00000063800","ENSMUSG00000063800","protein_coding","Prpf38a","chr4"
"ENSMUSG00000028587","ENSMUSG00000028587","protein_coding","Orc1","chr4"
"ENSMUSG00000028582","ENSMUSG00000028582","protein_coding","Cc2d1b","chr4"
"ENSMUSG00000091985","ENSMUSG00000091985","lincRNA","Gm17354","chr4"
"ENSMUSG00000034557","ENSMUSG00000034557","protein_coding","Zfyve9","chr4"
"ENSMUSG00000094958","ENSMUSG00000094958","protein_coding","3110021N24Rik","chr4"
"ENSMUSG00000028568","ENSMUSG00000028568","protein_coding","Btf3l4","chr4"
"ENSMUSG00000028567","ENSMUSG00000028567","protein_coding","Txndc12","chr4"
"ENSMUSG00000090551","ENSMUSG00000090551","protein_coding","A730015C16Rik","chr4"
"ENSMUSG00000073775","ENSMUSG00000073775","protein_coding","Kti12","chr4"
"ENSMUSG00000003411","ENSMUSG00000003411","protein_coding","Rab3b","chr4"
"ENSMUSG00000053510","ENSMUSG00000053510","protein_coding","Nrd1","chr4"
"ENSMUSG00000028559","ENSMUSG00000028559","protein_coding","Osbpl9","chr4"
"ENSMUSG00000028558","ENSMUSG00000028558","protein_coding","Calr4","chr4"
"ENSMUSG00000028552","ENSMUSG00000028552","protein_coding","Eps15","chr4"
"ENSMUSG00000028555","ENSMUSG00000028555","protein_coding","Ttc39a","chr4"
"ENSMUSG00000028557","ENSMUSG00000028557","protein_coding","Rnf11","chr4"
"ENSMUSG00000060491","ENSMUSG00000060491","protein_coding","4930522H14Rik","chr4"
"ENSMUSG00000028551","ENSMUSG00000028551","protein_coding","Cdkn2c","chr4"
"ENSMUSG00000010517","ENSMUSG00000010517","protein_coding","Faf1","chr4"
"ENSMUSG00000047143","ENSMUSG00000047143","protein_coding","Dmrta2","chr4"
"ENSMUSG00000028546","ENSMUSG00000028546","protein_coding","Elavl4","chr4"
"ENSMUSG00000061298","ENSMUSG00000061298","protein_coding","Agbl4","chr4"
"ENSMUSG00000028545","ENSMUSG00000028545","protein_coding","Bend5","chr4"
"ENSMUSG00000034401","ENSMUSG00000034401","protein_coding","Spata6","chr4"
"ENSMUSG00000028544","ENSMUSG00000028544","protein_coding","Slc5a9","chr4"
"ENSMUSG00000078599","ENSMUSG00000078599","protein_coding","Skint8","chr4"
"ENSMUSG00000049214","ENSMUSG00000049214","protein_coding","Skint7","chr4"
"ENSMUSG00000089773","ENSMUSG00000089773","protein_coding","Skint1","chr4"
"ENSMUSG00000055960","ENSMUSG00000055960","protein_coding","Skint4","chr4"
"ENSMUSG00000070868","ENSMUSG00000070868","protein_coding","Skint3","chr4"
"ENSMUSG00000049972","ENSMUSG00000049972","protein_coding","Skint9","chr4"
"ENSMUSG00000034359","ENSMUSG00000034359","protein_coding","Skint2","chr4"
"ENSMUSG00000048766","ENSMUSG00000048766","protein_coding","Skint10","chr4"
"ENSMUSG00000087194","ENSMUSG00000087194","protein_coding","Skint6","chr4"
"ENSMUSG00000078598","ENSMUSG00000078598","protein_coding","Skint5","chr4"
"ENSMUSG00000057977","ENSMUSG00000057977","protein_coding","Skint11","chr4"
"ENSMUSG00000070867","ENSMUSG00000070867","protein_coding","Trabd2b","chr4"
"ENSMUSG00000100998","ENSMUSG00000100998","lincRNA","Gm28864","chr4"
"ENSMUSG00000085870","ENSMUSG00000085870","lincRNA","Gm12829","chr4"
"ENSMUSG00000055198","ENSMUSG00000055198","protein_coding","Gm12830","chr4"
"ENSMUSG00000055210","ENSMUSG00000055210","protein_coding","Foxd2","chr4"
"ENSMUSG00000044518","ENSMUSG00000044518","protein_coding","Foxe3","chr4"
"ENSMUSG00000028719","ENSMUSG00000028719","protein_coding","Cmpk1","chr4"
"ENSMUSG00000028718","ENSMUSG00000028718","protein_coding","Stil","chr4"
"ENSMUSG00000028717","ENSMUSG00000028717","protein_coding","Tal1","chr4"
"ENSMUSG00000028716","ENSMUSG00000028716","protein_coding","Pdzk1ip1","chr4"
"ENSMUSG00000047155","ENSMUSG00000047155","protein_coding","Cyp4x1","chr4"
"ENSMUSG00000083138","ENSMUSG00000083138","protein_coding","Cyp4a29","chr4"
"ENSMUSG00000066071","ENSMUSG00000066071","protein_coding","Cyp4a12a","chr4"
"ENSMUSG00000078597","ENSMUSG00000078597","protein_coding","Cyp4a12b","chr4"
"ENSMUSG00000084346","ENSMUSG00000084346","protein_coding","Cyp4a30b","chr4"
"ENSMUSG00000028715","ENSMUSG00000028715","protein_coding","Cyp4a14","chr4"
"ENSMUSG00000066072","ENSMUSG00000066072","protein_coding","Cyp4a10","chr4"
"ENSMUSG00000028712","ENSMUSG00000028712","protein_coding","Cyp4a31","chr4"
"ENSMUSG00000063929","ENSMUSG00000063929","protein_coding","Cyp4a32","chr4"
"ENSMUSG00000028713","ENSMUSG00000028713","protein_coding","Cyp4b1","chr4"
"ENSMUSG00000034210","ENSMUSG00000034210","protein_coding","Efcab14","chr4"
"ENSMUSG00000044556","ENSMUSG00000044556","protein_coding","Tex38","chr4"
"ENSMUSG00000028710","ENSMUSG00000028710","protein_coding","Atpaf1","chr4"
"ENSMUSG00000085249","ENSMUSG00000085249","lincRNA","Gm12847","chr4"
"ENSMUSG00000028709","ENSMUSG00000028709","protein_coding","Mob3c","chr4"
"ENSMUSG00000028708","ENSMUSG00000028708","protein_coding","Mknk1","chr4"
"ENSMUSG00000073774","ENSMUSG00000073774","protein_coding","Kncn","chr4"
"ENSMUSG00000034185","ENSMUSG00000034185","protein_coding","6430628N08Rik","chr4"
"ENSMUSG00000028707","ENSMUSG00000028707","protein_coding","Dmbx1","chr4"
"ENSMUSG00000034171","ENSMUSG00000034171","protein_coding","Faah","chr4"
"ENSMUSG00000028706","ENSMUSG00000028706","protein_coding","Nsun4","chr4"
"ENSMUSG00000063882","ENSMUSG00000063882","protein_coding","Uqcrh","chr4"
"ENSMUSG00000028703","ENSMUSG00000028703","protein_coding","Lrrc41","chr4"
"ENSMUSG00000028702","ENSMUSG00000028702","protein_coding","Rad54l","chr4"
"ENSMUSG00000028700","ENSMUSG00000028700","protein_coding","Pomgnt1","chr4"
"ENSMUSG00000028701","ENSMUSG00000028701","protein_coding","Lurap1","chr4"
"ENSMUSG00000028699","ENSMUSG00000028699","protein_coding","Tspan1","chr4"
"ENSMUSG00000078593","ENSMUSG00000078593","protein_coding","1700042G07Rik","chr4"
"ENSMUSG00000111410","ENSMUSG00000111410","protein_coding","RP23-276M23.6","chr4"
"ENSMUSG00000085920","ENSMUSG00000085920","lincRNA","Gm12951","chr4"
"ENSMUSG00000028698","ENSMUSG00000028698","protein_coding","Pik3r3","chr4"
"ENSMUSG00000003810","ENSMUSG00000003810","protein_coding","Mast2","chr4"
"ENSMUSG00000028696","ENSMUSG00000028696","protein_coding","Ipp","chr4"
"ENSMUSG00000055900","ENSMUSG00000055900","protein_coding","Tmem69","chr4"
"ENSMUSG00000034042","ENSMUSG00000034042","protein_coding","Gpbp1l1","chr4"
"ENSMUSG00000034035","ENSMUSG00000034035","protein_coding","Ccdc17","chr4"
"ENSMUSG00000028693","ENSMUSG00000028693","protein_coding","Nasp","chr4"
"ENSMUSG00000028692","ENSMUSG00000028692","protein_coding","Akr1a1","chr4"
"ENSMUSG00000028691","ENSMUSG00000028691","protein_coding","Prdx1","chr4"
"ENSMUSG00000028690","ENSMUSG00000028690","protein_coding","Mmachc","chr4"
"ENSMUSG00000028689","ENSMUSG00000028689","protein_coding","Ccdc163","chr4"
"ENSMUSG00000033985","ENSMUSG00000033985","protein_coding","Tesk2","chr4"
"ENSMUSG00000028688","ENSMUSG00000028688","protein_coding","Toe1","chr4"
"ENSMUSG00000028687","ENSMUSG00000028687","protein_coding","Mutyh","chr4"
"ENSMUSG00000043155","ENSMUSG00000043155","protein_coding","Hpdl","chr4"
"ENSMUSG00000033948","ENSMUSG00000033948","protein_coding","Zswim5","chr4"
"ENSMUSG00000028684","ENSMUSG00000028684","protein_coding","Urod","chr4"
"ENSMUSG00000046861","ENSMUSG00000046861","protein_coding","Hectd3","chr4"
"ENSMUSG00000028683","ENSMUSG00000028683","protein_coding","Eif2b3","chr4"
"ENSMUSG00000028681","ENSMUSG00000028681","protein_coding","Ptch2","chr4"
"ENSMUSG00000073771","ENSMUSG00000073771","protein_coding","Btbd19","chr4"
"ENSMUSG00000047671","ENSMUSG00000047671","protein_coding","Tctex1d4","chr4"
"ENSMUSG00000028680","ENSMUSG00000028680","protein_coding","Plk3","chr4"
"ENSMUSG00000047675","ENSMUSG00000047675","protein_coding","Rps8","chr4"
"ENSMUSG00000028678","ENSMUSG00000028678","protein_coding","Kif2c","chr4"
"ENSMUSG00000060268","ENSMUSG00000060268","protein_coding","Gm1661","chr4"
"ENSMUSG00000048772","ENSMUSG00000048772","protein_coding","Tmem53","chr4"
"ENSMUSG00000028677","ENSMUSG00000028677","protein_coding","Rnf220","chr4"
"ENSMUSG00000087228","ENSMUSG00000087228","lincRNA","Gm12827","chr4"
"ENSMUSG00000033423","ENSMUSG00000033423","protein_coding","Eri3","chr4"
"ENSMUSG00000009640","ENSMUSG00000009640","protein_coding","Dmap1","chr4"
"ENSMUSG00000086320","ENSMUSG00000086320","lincRNA","Gm12840","chr4"
"ENSMUSG00000108127","ENSMUSG00000108127","protein_coding","Gm12845","chr4"
"ENSMUSG00000048626","ENSMUSG00000048626","protein_coding","Klf17","chr4"
"ENSMUSG00000028542","ENSMUSG00000028542","protein_coding","Slc6a9","chr4"
"ENSMUSG00000078588","ENSMUSG00000078588","protein_coding","Ccdc24","chr4"
"ENSMUSG00000028541","ENSMUSG00000028541","protein_coding","B4galt2","chr4"
"ENSMUSG00000033379","ENSMUSG00000033379","protein_coding","Atp6v0b","chr4"
"ENSMUSG00000028540","ENSMUSG00000028540","protein_coding","Dph2","chr4"
"ENSMUSG00000033365","ENSMUSG00000033365","protein_coding","Ipo13","chr4"
"ENSMUSG00000028539","ENSMUSG00000028539","protein_coding","Artn","chr4"
"ENSMUSG00000028538","ENSMUSG00000028538","protein_coding","St3gal3","chr4"
"ENSMUSG00000033326","ENSMUSG00000033326","protein_coding","Kdm4a","chr4"
"ENSMUSG00000033295","ENSMUSG00000033295","protein_coding","Ptprf","chr4"
"ENSMUSG00000033253","ENSMUSG00000033253","protein_coding","Szt2","chr4"
"ENSMUSG00000006392","ENSMUSG00000006392","protein_coding","Med8","chr4"
"ENSMUSG00000006390","ENSMUSG00000006390","protein_coding","Elovl1","chr4"
"ENSMUSG00000006398","ENSMUSG00000006398","protein_coding","Cdc20","chr4"
"ENSMUSG00000006389","ENSMUSG00000006389","protein_coding","Mpl","chr4"
"ENSMUSG00000033191","ENSMUSG00000033191","protein_coding","Tie1","chr4"
"ENSMUSG00000028536","ENSMUSG00000028536","protein_coding","2610528J11Rik","chr4"
"ENSMUSG00000050854","ENSMUSG00000050854","protein_coding","Tmem125","chr4"
"ENSMUSG00000028730","ENSMUSG00000028730","protein_coding","Cfap57","chr4"
"ENSMUSG00000028729","ENSMUSG00000028729","protein_coding","Ebna1bp2","chr4"
"ENSMUSG00000043698","ENSMUSG00000043698","protein_coding","Olfr62","chr4"
"ENSMUSG00000043383","ENSMUSG00000043383","protein_coding","Olfr1342","chr4"
"ENSMUSG00000046790","ENSMUSG00000046790","protein_coding","Olfr1341","chr4"
"ENSMUSG00000070821","ENSMUSG00000070821","protein_coding","Olfr1340","chr4"
"ENSMUSG00000070820","ENSMUSG00000070820","protein_coding","Olfr1339","chr4"
"ENSMUSG00000095218","ENSMUSG00000095218","protein_coding","Olfr1338","chr4"
"ENSMUSG00000111159","ENSMUSG00000111159","protein_coding","Olfr1337","chr4"
"ENSMUSG00000066061","ENSMUSG00000066061","protein_coding","Olfr1335","chr4"
"ENSMUSG00000110947","ENSMUSG00000110947","protein_coding","Olfr1333","chr4"
"ENSMUSG00000073769","ENSMUSG00000073769","protein_coding","Olfr1331","chr4"
"ENSMUSG00000073768","ENSMUSG00000073768","protein_coding","Olfr1330","chr4"
"ENSMUSG00000096705","ENSMUSG00000096705","protein_coding","Olfr1329","chr4"
"ENSMUSG00000111259","ENSMUSG00000111259","protein_coding","Olfr1328","chr4"
"ENSMUSG00000024903","ENSMUSG00000024903","protein_coding","Lao1","chr4"
"ENSMUSG00000087238","ENSMUSG00000087238","lincRNA","Gm12865","chr4"
"ENSMUSG00000087464","ENSMUSG00000087464","lincRNA","Gm12862","chr4"
"ENSMUSG00000066060","ENSMUSG00000066060","lincRNA","Gm12866","chr4"
"ENSMUSG00000028645","ENSMUSG00000028645","protein_coding","Slc2a1","chr4"
"ENSMUSG00000045268","ENSMUSG00000045268","protein_coding","Zfp691","chr4"
"ENSMUSG00000028644","ENSMUSG00000028644","protein_coding","Ermap","chr4"
"ENSMUSG00000028643","ENSMUSG00000028643","protein_coding","Svbp","chr4"
"ENSMUSG00000078584","ENSMUSG00000078584","protein_coding","AU022252","chr4"
"ENSMUSG00000028642","ENSMUSG00000028642","protein_coding","4930538K18Rik","chr4"
"ENSMUSG00000028641","ENSMUSG00000028641","protein_coding","P3h1","chr4"
"ENSMUSG00000066058","ENSMUSG00000066058","protein_coding","Cldn19","chr4"
"ENSMUSG00000028639","ENSMUSG00000028639","protein_coding","Ybx1","chr4"
"ENSMUSG00000060288","ENSMUSG00000060288","protein_coding","Ppih","chr4"
"ENSMUSG00000028637","ENSMUSG00000028637","protein_coding","Ccdc30","chr4"
"ENSMUSG00000028636","ENSMUSG00000028636","protein_coding","Ppcs","chr4"
"ENSMUSG00000070806","ENSMUSG00000070806","protein_coding","Zmynd12","chr4"
"ENSMUSG00000048899","ENSMUSG00000048899","protein_coding","Rimkla","chr4"
"ENSMUSG00000087385","ENSMUSG00000087385","protein_coding","AA415398","chr4"
"ENSMUSG00000032998","ENSMUSG00000032998","protein_coding","Foxj3","chr4"
"ENSMUSG00000023247","ENSMUSG00000023247","protein_coding","Guca2a","chr4"
"ENSMUSG00000032978","ENSMUSG00000032978","protein_coding","Guca2b","chr4"
"ENSMUSG00000028634","ENSMUSG00000028634","protein_coding","Hivep3","chr4"
"ENSMUSG00000028635","ENSMUSG00000028635","protein_coding","Edn2","chr4"
"ENSMUSG00000052135","ENSMUSG00000052135","protein_coding","Foxo6","chr4"
"ENSMUSG00000000085","ENSMUSG00000000085","protein_coding","Scmh1","chr4"
"ENSMUSG00000047518","ENSMUSG00000047518","protein_coding","Slfnl1","chr4"
"ENSMUSG00000028633","ENSMUSG00000028633","protein_coding","Ctps","chr4"
"ENSMUSG00000091297","ENSMUSG00000091297","protein_coding","Gm8439","chr4"
"ENSMUSG00000086187","ENSMUSG00000086187","lincRNA","Gm12860","chr4"
"ENSMUSG00000110389","ENSMUSG00000110389","lincRNA","Gm45579","chr4"
"ENSMUSG00000070803","ENSMUSG00000070803","protein_coding","Cited4","chr4"
"ENSMUSG00000028631","ENSMUSG00000028631","protein_coding","Kcnq4","chr4"
"ENSMUSG00000032897","ENSMUSG00000032897","protein_coding","Nfyc","chr4"
"ENSMUSG00000032890","ENSMUSG00000032890","protein_coding","Rims3","chr4"
"ENSMUSG00000028629","ENSMUSG00000028629","protein_coding","Exo5","chr4"
"ENSMUSG00000064141","ENSMUSG00000064141","protein_coding","Zfp69","chr4"
"ENSMUSG00000032870","ENSMUSG00000032870","protein_coding","Smap2","chr4"
"ENSMUSG00000028626","ENSMUSG00000028626","protein_coding","Col9a2","chr4"
"ENSMUSG00000043207","ENSMUSG00000043207","protein_coding","Zmpste24","chr4"
"ENSMUSG00000078577","ENSMUSG00000078577","protein_coding","Tmco2","chr4"
"ENSMUSG00000049878","ENSMUSG00000049878","protein_coding","Rlf","chr4"
"ENSMUSG00000073764","ENSMUSG00000073764","protein_coding","Gm12888","chr4"
"ENSMUSG00000078576","ENSMUSG00000078576","protein_coding","Gm12886","chr4"
"ENSMUSG00000078575","ENSMUSG00000078575","protein_coding","Gm12887","chr4"
"ENSMUSG00000023263","ENSMUSG00000023263","protein_coding","9530002B09Rik","chr4"
"ENSMUSG00000028657","ENSMUSG00000028657","protein_coding","Ppt1","chr4"
"ENSMUSG00000028656","ENSMUSG00000028656","protein_coding","Cap1","chr4"
"ENSMUSG00000028655","ENSMUSG00000028655","protein_coding","Mfsd2a","chr4"
"ENSMUSG00000028654","ENSMUSG00000028654","protein_coding","Mycl","chr4"
"ENSMUSG00000028653","ENSMUSG00000028653","protein_coding","Trit1","chr4"
"ENSMUSG00000002384","ENSMUSG00000002384","protein_coding","Bmp8b","chr4"
"ENSMUSG00000076438","ENSMUSG00000076438","protein_coding","Oxct2b","chr4"
"ENSMUSG00000028651","ENSMUSG00000028651","protein_coding","Ppie","chr4"
"ENSMUSG00000046093","ENSMUSG00000046093","protein_coding","Hpcal4","chr4"
"ENSMUSG00000054958","ENSMUSG00000054958","protein_coding","Nt5c1a","chr4"
"ENSMUSG00000032744","ENSMUSG00000032744","protein_coding","Heyl","chr4"
"ENSMUSG00000011257","ENSMUSG00000011257","protein_coding","Pabpc4","chr4"
"ENSMUSG00000032726","ENSMUSG00000032726","protein_coding","Bmp8a","chr4"
"ENSMUSG00000076436","ENSMUSG00000076436","protein_coding","Oxct2a","chr4"
"ENSMUSG00000028649","ENSMUSG00000028649","protein_coding","Macf1","chr4"
"ENSMUSG00000028648","ENSMUSG00000028648","protein_coding","Ndufs5","chr4"
"ENSMUSG00000023075","ENSMUSG00000023075","protein_coding","Akirin1","chr4"
"ENSMUSG00000043333","ENSMUSG00000043333","protein_coding","Rhbdl2","chr4"
"ENSMUSG00000073761","ENSMUSG00000073761","protein_coding","4933427I04Rik","chr4"
"ENSMUSG00000097337","ENSMUSG00000097337","lincRNA","Gm26606","chr4"
"ENSMUSG00000054304","ENSMUSG00000054304","pseudogene","D130007C19Rik","chr4"
"ENSMUSG00000028647","ENSMUSG00000028647","protein_coding","Mycbp","chr4"
"ENSMUSG00000028646","ENSMUSG00000028646","protein_coding","Rragc","chr4"
"ENSMUSG00000096969","ENSMUSG00000096969","protein_coding","4930535I16Rik","chr4"
"ENSMUSG00000086087","ENSMUSG00000086087","lincRNA","Gm12916","chr4"
"ENSMUSG00000086955","ENSMUSG00000086955","lincRNA","1700021L23Rik","chr4"
"ENSMUSG00000086978","ENSMUSG00000086978","lincRNA","4933435F18Rik","chr4"
"ENSMUSG00000084757","ENSMUSG00000084757","lincRNA","1700057H15Rik","chr4"
"ENSMUSG00000073759","ENSMUSG00000073759","lincRNA","4933407E24Rik","chr4"
